,TCGA-MP-A4T4-01,TCGA-64-5774-01,TCGA-97-7937-01,TCGA-97-A4M6-01,TCGA-44-A4SU-01,TCGA-78-7155-01,TCGA-78-7163-01,TCGA-55-7574-01,TCGA-78-7535-01,TCGA-95-7567-01,TCGA-44-7670-01,TCGA-NJ-A7XG-01,TCGA-44-8117-01,TCGA-J2-A4AD-01,TCGA-44-3918-01,TCGA-55-A494-01,TCGA-64-5778-01,TCGA-J2-8194-01,TCGA-78-7633-01,TCGA-67-6217-01,TCGA-MP-A4T6-01,TCGA-50-5942-01,TCGA-86-8280-01,TCGA-83-5908-01,TCGA-78-7146-01,TCGA-95-7948-01,TCGA-50-5072-01,TCGA-91-8499-01,TCGA-49-AAQV-01,TCGA-86-8671-01,TCGA-91-6829-01,TCGA-91-8497-01,TCGA-78-7145-01,TCGA-80-5611-01,TCGA-91-6849-01,TCGA-49-AAR9-01,TCGA-86-8669-01,TCGA-86-8279-01,TCGA-75-6206-01,TCGA-75-6214-01,TCGA-49-6744-01,TCGA-73-4676-01,TCGA-55-6982-01,TCGA-4B-A93V-01,TCGA-78-7160-01,TCGA-44-2656-01,TCGA-L4-A4E5-01,TCGA-50-5051-01,TCGA-64-1681-01,TCGA-78-7161-01,TCGA-50-5049-01,TCGA-86-7713-01,TCGA-44-A479-01,TCGA-50-8460-01,TCGA-91-6830-01,TCGA-50-5068-01,TCGA-44-7669-01,TCGA-50-5066-01,TCGA-64-5815-01,TCGA-50-5939-01,TCGA-MP-A4TA-01,TCGA-44-6775-01,TCGA-MP-A4TI-01,TCGA-MN-A4N4-01,TCGA-55-8507-01,TCGA-86-8668-01,TCGA-05-5425-01,TCGA-55-6979-01,TCGA-78-7158-01,TCGA-78-7153-01,TCGA-49-AARE-01,TCGA-49-6761-01,TCGA-91-7771-01,TCGA-95-7947-01,TCGA-62-8394-01,TCGA-49-6743-01,TCGA-49-AAR4-01,TCGA-05-4417-01,TCGA-50-5045-01,TCGA-97-A4M2-01,TCGA-44-2668-01,TCGA-71-8520-01,TCGA-75-5125-01,TCGA-49-4512-01,TCGA-86-7711-01,TCGA-L4-A4E6-01,TCGA-49-AAR0-01,TCGA-50-7109-01,TCGA-L9-A50W-01,TCGA-91-A4BD-01,TCGA-78-7149-01,TCGA-50-6593-01,TCGA-05-5420-01,TCGA-44-8119-01,TCGA-73-7499-01,TCGA-50-5933-01,TCGA-NJ-A4YI-01,TCGA-55-7573-01,TCGA-91-A4BC-01,TCGA-86-8278-01,TCGA-NJ-A55R-01,TCGA-91-8496-01,TCGA-MP-A4TJ-01,TCGA-44-7661-01,TCGA-05-4427-01,TCGA-MP-A4TE-01,TCGA-49-AAR2-01,TCGA-86-7953-01,TCGA-86-8055-01,TCGA-55-5899-01,TCGA-49-AARN-01,TCGA-49-6745-01,TCGA-55-8505-01,TCGA-99-8028-01,TCGA-38-6178-01,TCGA-55-6543-01,TCGA-91-6835-01,TCGA-S2-AA1A-01,TCGA-69-7761-01,TCGA-44-5644-01,TCGA-MP-A4SV-01,TCGA-53-7626-01,TCGA-MN-A4N1-01,TCGA-69-A59K-01,TCGA-78-7148-01,TCGA-44-6145-01,TCGA-50-5930-01,TCGA-55-6981-01,TCGA-62-A46R-01,TCGA-97-7554-01,TCGA-67-6216-01,TCGA-62-A46S-01,TCGA-44-6147-01,TCGA-55-7911-01,TCGA-73-4658-01,TCGA-44-6778-01,TCGA-50-6595-01,TCGA-L9-A444-01,TCGA-64-5779-01,TCGA-44-7660-01,TCGA-44-6777-01,TCGA-97-7553-01,TCGA-78-7147-01,TCGA-95-A4VK-01,TCGA-NJ-A55O-01,TCGA-95-7043-01,TCGA-44-7672-01,TCGA-97-A4M5-01,TCGA-53-A4EZ-01,TCGA-75-7027-01,TCGA-78-7154-01,TCGA-50-5044-01,TCGA-95-A4VP-01,TCGA-49-AARO-01,TCGA-91-6831-01,TCGA-86-8056-01,TCGA-L9-A5IP-01,TCGA-97-7546-01,TCGA-78-7143-01,TCGA-97-A4M0-01,TCGA-NJ-A55A-01,TCGA-97-7941-01,TCGA-86-8585-01,TCGA-71-6725-01,TCGA-55-6978-01,TCGA-86-7954-01,TCGA-78-8662-01,TCGA-MP-A4TF-01,TCGA-MP-A4T7-01,TCGA-44-5645-01,TCGA-55-8506-01,TCGA-50-6591-01,TCGA-78-7159-01,TCGA-69-7763-01,TCGA-62-A471-01,TCGA-91-6840-01,TCGA-73-7498-01,TCGA-97-8179-01,TCGA-50-8459-01,TCGA-50-6590-01,TCGA-49-6742-01,TCGA-64-1679-01,TCGA-99-7458-01,TCGA-97-A4M7-01,TCGA-MP-A4TH-01,TCGA-62-A46P-01,TCGA-75-6212-01,TCGA-44-6146-01,TCGA-78-7166-01,TCGA-93-A4JN-01,TCGA-62-A46V-01,TCGA-50-6594-01,TCGA-49-AAR3-01,TCGA-86-7955-01,TCGA-93-A4JP-01,TCGA-78-7150-01,TCGA-50-5946-01,TCGA-78-7167-01,TCGA-86-8054-01,TCGA-NJ-A4YG-01,TCGA-78-7537-01,TCGA-69-7760-01,TCGA-86-A456-01,TCGA-49-AARR-01,TCGA-44-7667-01,TCGA-86-A4P8-01,TCGA-50-8457-01,TCGA-80-5608-01,TCGA-86-6851-01,TCGA-55-6970-01,TCGA-05-4384-01,TCGA-44-7671-01,TCGA-MP-A4TC-01,TCGA-91-6828-01,TCGA-L9-A743-01,TCGA-NJ-A4YF-01,TCGA-55-7815-01,TCGA-55-8620-01,TCGA-50-5941-01,TCGA-78-7539-01,TCGA-73-A9RS-01,TCGA-44-2665-01,TCGA-L9-A8F4-01,TCGA-86-8673-01,TCGA-86-8074-01,TCGA-86-A4D0-01,TCGA-MP-A4T8-01,TCGA-93-A4JQ-01,TCGA-69-7764-01,TCGA-86-7701-01,TCGA-L9-A7SV-01,TCGA-97-7938-01,TCGA-67-6215-01,TCGA-MP-A4T9-01,TCGA-97-7552-01,TCGA-05-5429-01,TCGA-91-6847-01,TCGA-44-A4SS-01,TCGA-L9-A443-01,TCGA-62-8395-01,TCGA-53-7624-01,TCGA-93-7348-01,TCGA-05-5423-01,TCGA-49-6767-01,TCGA-55-7910-01,TCGA-J2-A4AG-01,TCGA-50-5936-01,TCGA-86-8073-01,TCGA-05-5715-01,TCGA-44-5643-01,TCGA-49-4514-01,TCGA-55-6712-01,TCGA-44-4112-01,TCGA-J2-8192-01,TCGA-44-A47A-01,TCGA-86-A4JF-01,TCGA-95-7039-01,TCGA-62-A46O-01,TCGA-95-A4VN-01,TCGA-78-7156-01,TCGA-38-A44F-01,TCGA-05-4396-01,TCGA-05-4405-01,TCGA-78-7152-01,TCGA-64-5781-01,TCGA-MP-A4TD-01,TCGA-78-7542-01,TCGA-50-6673-01,TCGA-O1-A52J-01,TCGA-35-5375-01,TCGA-86-6562-01,TCGA-86-8358-01,TCGA-95-7944-01,TCGA-MP-A4SW-01,TCGA-49-4487-01,TCGA-44-7659-01,TCGA-91-6848-01,TCGA-50-5932-01,TCGA-55-6971-01,TCGA-55-7728-01,TCGA-44-6779-01,TCGA-MP-A4TK-01,TCGA-86-A4P7-01,TCGA-78-7162-01,TCGA-69-8255-01,TCGA-50-5931-01,TCGA-50-6597-01,TCGA-MP-A5C7-01,TCGA-53-7813-01,TCGA-93-A4JO-01,TCGA-91-6836-01,TCGA-78-7540-01,TCGA-49-4488-01,TCGA-44-7662-01,TCGA-44-3917-01,TCGA-62-8398-01,TCGA-78-7536-01,TCGA-50-6592-01,TCGA-MP-A4SY-01,TCGA-44-A47G-01,TCGA-44-6774-01,TCGA-86-8076-01,TCGA-86-8359-01,TCGA-86-8075-01,TCGA-50-5944-01
X1433EPSILON,-0.20936,-0.074059,-0.30947,-0.16294,-0.54708,0.13806,0.13734,-0.080452,-0.19705,-0.21001,-0.032501,-0.095966,-0.21756,-0.20016,-0.25792,-0.3788,-0.1791,-0.31701,0.075213,-0.32889,-0.37848,-0.0259,-0.062832,-0.11632,-0.14797,-0.2602,-0.20783,-0.060097,-0.3606,-0.16013,-0.22877,-0.13651,-0.22511,-0.28904,-0.15741,0.054335,-0.21455,-0.31212,-0.076301,-0.21648,-0.27381,-0.21172,-0.41655,0.028928,-0.066071,0.14444,-0.19056,-0.079822,-0.16193,-0.038345,-0.2069,-0.12912,-0.01167,-0.16344,-0.24823,-0.17558,-0.1002,-0.21164,-0.28131,-0.17493,-0.096549,-0.21564,-0.25666,-0.41043,-0.36194,-0.31435,-0.071016,-0.25909,-0.011748,0.079653,-0.15702,-0.18333,-0.19258,-0.34887,-0.39496,-0.39818,-0.23364,-0.15261,-0.21819,-0.094791,-0.020678,-0.081068,-0.28497,-0.068376,0.12287,-0.32796,-0.22908,-0.026602,-0.34523,-0.063067,0.16403,-0.22013,-0.29848,-0.22185,-0.18084,-0.25821,-0.22394,-0.24095,-0.3431,-0.11186,-0.00056867,-0.22645,-0.11386,-0.011226,-0.15057,-0.23326,-0.17682,-0.079904,-0.17616,0.0078915,-0.25021,-0.38336,-0.21965,-0.17059,-0.30479,-0.26495,-0.343,-0.21283,-0.012947,-0.20845,-0.35114,0.019726,-0.27188,-0.26187,-0.10943,-0.29396,0.12149,-0.76197,-0.05943,-0.058032,-0.34487,-0.15612,-0.16694,-0.29736,-0.14293,-0.29482,-0.2278,-0.22113,-0.18984,-0.26855,-0.291,0.045776,-0.08694,-0.039361,-0.3063,-0.011352,0.044644,-0.30461,-0.16214,-0.11827,-0.013426,-0.28452,0.12251,-0.042698,-0.18804,-0.23328,-0.32,-0.193,-0.15241,-0.30381,-0.1328,-0.20918,0.041382,-0.18308,-0.36457,-0.20272,-0.14219,-0.11146,-0.14801,-0.093292,-0.19607,-0.17883,0.096143,-0.17558,0.010542,-0.36914,-0.0042272,-0.26348,-0.14426,-0.18024,-0.13242,-0.23887,-0.071424,-0.14825,-0.17428,-0.013803,-0.056307,-0.18191,0.17737,-0.30567,-0.16295,-0.18445,-0.0088028,-0.23621,-0.39999,0.02303,-0.15069,0.060966,-0.19159,-0.15304,0.098619,-0.31477,-0.035329,0.11064,-0.065552,-0.23513,-0.21191,-0.15477,-0.36628,-0.27469,-0.14547,-0.10744,-0.22364,-0.22157,-0.13674,-0.29145,-0.21689,-0.12819,-0.16582,-0.029539,-0.26977,-0.19703,-0.019885,-0.22869,-0.30071,-0.2711,-0.26111,-0.37608,-0.12229,-0.15688,-0.24696,-0.20362,-0.068522,-0.16677,-0.016292,-0.23824,-0.33165,-0.23641,-0.27237,-0.32283,-0.16674,0.013716,-0.15745,-0.29316,-0.071278,-0.33118,-0.26127,-0.39095,-0.085358,-0.1458,0.08883,-0.27793,-0.26561,-0.058198,0.0071015,0.013315,-0.1575,-0.20795,-0.29537,0.20538,-0.057625,-0.21952,-0.33363,-0.035679,-0.14236,-0.03641,0.18246,-0.098236,-0.12887,-0.11126,-0.13286,-0.037669,-0.16135,-0.44477,-0.035519,-0.047932,-0.21339,-0.14841,-0.21002,-0.0802,-0.17936,-0.30189,-0.44522,0.17312,-0.20537,-0.2073,-0.14449,-0.17885,0.042753,0.031184,-0.25189,-0.068578,-0.18826,0.17449,-0.18279,-0.36797,-0.15603,-0.14455,0.0062837,-0.24334,0.041238,-0.16693,-0.22113,-0.30264,-0.22688
X4EBP1,0.010864,0.86877,-0.42044,-0.68743,-0.48067,0.39674,-0.017305,-0.21819,0.18692,-0.099965,0.59042,-0.29555,-0.21767,-0.75056,-0.10699,0.047618,-0.44787,-0.32165,-0.86385,-0.55744,-0.16287,-0.5122,-0.58015,0.084254,0.090645,-0.072973,-0.044918,1.9068,-0.42004,-0.60447,-0.25612,-0.50284,0.47039,0.60342,-0.9052,-0.59191,-0.57916,-0.11839,-0.61166,0.50786,-0.038637,-0.31469,-0.91507,-0.023529,-0.31756,-0.5692,-0.27956,-0.1477,-0.66859,-0.50888,-0.47788,-0.42321,-0.46632,-0.70024,-0.69407,-0.32346,0.37918,-0.56213,-0.35758,-0.53454,-0.30522,-0.25533,-1.0313,-0.3184,0.47267,-0.67174,-0.4373,-0.050772,0.52111,-0.090272,-0.13111,-0.069574,-0.27824,-1.1042,0.020816,-0.39874,-0.34873,0.11318,-0.6796,-0.27127,0.47343,-0.32652,-0.087131,-0.35787,0.60882,-0.61891,-0.40257,0.68661,-0.4809,-0.24726,-0.17689,-0.12541,-0.86067,-0.32424,-0.28681,0.24273,-0.51675,-0.5628,-0.44472,0.08325,-0.18753,-0.48641,-0.98771,0.12544,-0.023647,1.0059,-0.62252,1.3549,-0.26802,0.36883,-0.10211,-0.065064,-0.39331,-0.67233,-0.36564,-0.56215,-0.55515,-0.46865,-0.0019911,0.18825,0.38541,-0.32365,0.078244,0.165,-0.36057,-0.37538,0.026583,0.033926,-0.035272,-0.52045,-0.37211,-0.26316,-0.47617,-0.026786,-0.060496,-0.16854,0.068767,-0.51093,0.058231,0.38325,-0.30209,-0.37388,0.19849,-0.68076,-0.39711,1.2716,0.19394,-1.0002,-0.34648,0.15359,0.65134,-0.72449,-0.22829,-0.54967,1.0988,-0.40117,-0.4279,-1.3551,0.062039,-0.57133,-1.3125,-0.34021,-0.094098,-0.12591,0.53356,0.11782,-0.25591,-0.2465,-0.58658,-0.68793,-0.073402,0.067805,1.3703,-0.49486,0.26577,-0.13093,-0.91201,-1.2162,-0.1526,-0.33071,-0.7813,-0.041233,-0.25311,-0.67257,-0.98381,-0.19649,-0.37512,-0.50873,0.071928,-0.12524,-0.20317,0.093105,-0.10983,0.24344,-0.19763,0.20426,0.4978,-0.54383,-0.016411,-0.20716,-0.69288,-0.34168,-0.29851,-0.58967,-0.053378,-0.65926,-0.40648,-0.8021,0.038587,-0.88918,-0.88448,-0.4722,-0.3882,-0.43827,-0.179,0.73581,-0.41009,0.15918,0.37838,-0.5719,0.36009,-0.088557,-0.4354,-0.17918,-0.40277,1.1531,0.13892,-0.25723,-0.84008,0.35934,-0.10785,-0.59134,-0.46276,-0.39264,0.14997,-0.55091,-0.20544,-0.24546,-0.44353,-0.77445,-0.028512,0.026639,-0.84132,0.23202,1.1465,-0.2416,-0.16156,-0.52174,0.98082,0.74107,0.74123,-0.12711,0.18522,-0.13646,-0.062678,0.043963,-0.053819,-0.1465,0.3791,-0.69509,-0.60434,-0.56839,-0.65705,-0.16861,-0.2803,-0.37015,1.0151,-0.56502,-0.45861,0.29742,-0.29482,0.54025,-0.42052,-0.4994,-0.383,-0.22308,-0.080657,-1.2537,-0.1908,-0.32422,0.22911,-0.40281,-0.4803,-0.25264,0.57476,1.8816,-0.58751,-0.17365,-0.33423,-0.34597,0.0028703,-0.15503,-0.72523,1.3102,0.046075,-0.019249,0.33469,-0.14434,0.28003,-0.54209,0.81946,-0.12063,0.28003,-0.19586,-0.44367
X4EBP1_pS65,-0.19752,0.35677,-0.10521,-0.24406,-0.039465,0.11725,-0.11347,0.02582,0.16736,0.12588,0.31786,-0.2435,-0.058638,-0.18633,0.0029449,-0.0019453,-0.23976,-0.09655,0.17172,-0.10841,0.068493,-0.099161,-0.19795,-0.070443,-0.38074,-0.33445,-0.30957,0.28319,-0.25791,-0.28134,-0.065981,-0.42847,0.10442,0.23544,-0.41051,-0.039992,-0.29831,0.027095,-0.034266,0.068799,0.21967,-0.40305,-0.025782,0.016117,-0.053681,-0.13877,-0.058914,-0.042304,-0.42062,0.48397,-0.15721,0.29309,-0.11957,-0.11715,-0.079848,-0.23003,0.36018,-0.09398,-0.21583,-0.21052,-0.1987,0.092296,-0.12946,-0.13659,0.31772,-0.24188,-0.263,0.11025,-0.10864,-0.14539,-0.046751,-0.16882,-0.029413,-0.20336,-0.0044031,-0.16799,0.046952,0.055524,-0.16409,-0.25057,0.27852,-0.054723,-0.098564,-0.24298,0.56088,-0.13132,0.15233,-0.052023,-0.19805,-0.21601,-0.075675,-0.02559,-0.28762,-0.073436,-0.015792,-0.28953,-0.097428,-0.053466,-0.019599,-0.22185,0.051066,-0.34346,-0.30819,-0.075839,0.042983,0.23831,-0.21281,0.35892,-0.21674,0.0068353,-0.18821,-0.46056,-0.027154,-0.15189,-0.32031,-0.15196,-0.083716,-0.16638,0.047744,0.47461,0.025231,-0.16935,-0.088093,-0.16504,-0.075293,-0.13947,-0.33521,0.057793,-0.28225,-0.036975,-0.21911,-0.10415,-0.18217,0.047146,-0.31087,0.027024,-0.013585,-0.083542,-0.079819,0.51624,-0.28004,-0.11878,-0.0097239,-0.054807,-0.06175,1.5414,-0.33642,-0.21863,-0.11489,-0.12266,-0.29859,0.13724,-0.2343,-0.12727,-0.067746,-0.2629,-0.06774,-0.67917,0.072909,-0.29732,-0.32367,-0.47593,-0.052172,-0.16671,-0.073585,0.17813,-0.040368,-0.00023041,-0.0051476,-0.41298,-0.14315,0.57899,0.49559,-0.15129,0.12521,-0.11362,0.024235,-0.25427,-0.18033,0.099308,-0.36494,-0.1296,0.14901,-0.23567,-0.24685,-0.040971,-0.18149,-0.19166,-0.16967,0.014693,-0.0165,-0.24209,-0.077117,-0.32414,-0.024085,0.18411,-0.090781,0.19628,0.55432,-0.11719,0.16032,0.17589,-0.18946,-0.28166,-0.0262,-0.22866,-0.4828,-0.34426,-0.06331,-0.38214,-0.23857,-0.13639,-0.23893,-0.23264,-0.17528,0.064594,-0.091307,0.070512,-0.29459,0.097088,-0.22135,-0.046913,-0.091263,0.10326,-0.073654,0.2988,0.12587,-0.22242,-0.35515,0.16074,-0.19126,-0.50864,-0.3928,-0.10876,-0.09608,-0.14636,0.21132,-0.069898,-0.11564,-0.31445,0.31525,-0.091238,-0.3546,-0.30773,0.15977,-0.23253,-0.20824,0.015803,0.50714,-0.3872,0.26319,-0.092844,0.10547,-0.18072,-0.12167,0.17614,-0.14954,-0.21294,0.35894,-0.24532,-0.34464,0.19062,-0.28949,-0.28931,-0.13528,-0.11136,0.19021,-0.10236,-0.29002,-0.55469,-0.025635,0.40333,-0.12678,-0.19243,0.085869,-0.12802,-0.31472,-0.62092,0.010287,-0.0077451,-0.013343,-0.21746,-0.050892,-0.01595,0.21052,-0.16992,-0.33486,-0.2836,0.048372,-0.25506,-0.10565,-0.055263,0.057571,0.26524,0.22284,0.14287,-0.090247,-0.14737,-0.17151,-0.23207,0.35428,-0.4154,0.27741,-0.077268,-0.32504
X4EBP1_pT37T46,-0.33331,0.41655,0.22911,0.39612,0.25328,-0.37409,-0.13453,-0.39958,0.32849,0.39255,0.58494,-0.70024,-0.023271,0.53382,0.48212,0.023968,-0.296,-0.17843,1.0005,0.157,0.21927,1.1455,0.12015,0.27738,-0.052964,0.43379,-0.35703,1.0732,0.13414,0.16237,-0.10398,0.16368,0.23656,0.41322,-0.30128,-1.1411,0.20447,0.45914,-0.07175,-0.063359,1.1652,-0.197,0.13051,0.48356,-1.1144,0.24548,0.62647,0.61556,0.30679,0.7097,-0.49444,0.085518,0.30196,0.20689,0.65127,-0.56477,1.1476,0.26289,-0.52843,0.21461,-0.062741,0.05084,-0.10198,0.051747,1.0405,-0.0045512,-0.17283,0.30834,0.052396,-0.39453,0.52685,-0.90168,0.15213,0.62924,0.57078,0.27572,0.30906,-0.15403,-0.044718,0.33156,0.31371,0.17381,-0.20244,0.72571,0.76241,0.45063,1.3098,0.38075,-0.33208,-0.34872,-0.32039,0.18689,-0.29013,-0.75724,0.16629,-1.3774,0.057802,0.47086,-0.13289,-0.30379,0.3805,-0.32704,0.36173,-0.72667,-0.52312,0.42425,-0.033122,1.2168,-0.2856,0.66088,0.045861,-0.32494,0.46358,-0.44451,0.097857,0.19606,-0.23719,-0.50996,-0.33835,0.61407,0.1774,-0.33611,0.063501,0.19951,-0.11957,-0.31626,-0.96401,0.71578,0.067473,-0.9375,0.089265,0.052705,0.36748,0.36619,-0.60481,0.32649,-0.68618,-0.21941,0.181,0.93782,-0.021646,0.13783,0.77489,-0.20367,-0.0056983,2.0939,-0.42066,0.043589,0.015896,-0.74567,-1.6311,-0.10282,-0.62685,-0.14542,0.064119,0.11789,0.68429,-0.15175,0.47454,-0.13817,-0.43123,0.37896,0.2665,-0.58545,-1.2069,0.56693,0.31427,-0.63071,0.36679,0.16948,-0.68633,0.50652,1.1779,-0.32402,0.36533,-0.06793,-0.042632,0.31157,-0.47682,0.5617,-0.6003,0.42937,0.75156,0.20604,0.24333,0.17913,-0.68377,-0.31347,-0.73421,0.37229,0.61437,-0.1614,0.1976,0.37955,0.71669,0.5584,-0.51023,0.35432,-0.46852,-0.32139,-0.55142,-0.03168,-0.031784,-0.095445,-1.3739,-0.19369,0.016213,-0.20416,0.61129,-0.22755,0.34236,0.17287,-0.4156,-0.10438,0.0041062,0.53734,0.2019,0.99612,0.11689,0.044832,-0.74277,-0.68881,0.13027,-0.20892,-0.10901,1.2506,-0.019231,-0.0027901,-0.19615,0.59041,-0.12579,-0.52336,-0.99534,0.41406,-1.1634,-0.41368,-0.074705,-0.17069,-0.13329,0.36218,0.72532,-0.50835,-0.35322,-1.235,-0.13888,-0.29437,0.092223,0.65865,-0.70341,-2.0705,1.299,0.13239,-0.15305,-0.4228,0.046812,-1.4268,-0.16654,-0.020623,0.69781,-0.34125,-0.39228,0.623,0.39119,-1.5613,-0.36693,-0.19424,0.035751,0.29257,-0.22248,0.78735,0.44485,0.91316,0.39301,0.38567,-0.16633,-0.06747,-0.62284,-0.1573,-0.15332,-0.17801,-0.2818,0.10391,-0.0709,0.16347,0.95612,0.3179,0.18504,0.12363,0.0033713,-0.62288,0.28831,-1.0312,-0.1797,0.37612,0.36436,-0.074002,-1.5466,-0.54418,0.060379,-0.30959,1.278,-0.83012,0.11378,0.023077,0.84196
X53BP1,-0.40382,-0.27441,-0.60367,-0.302,0.31799,0.91012,-0.84056,-0.82243,-0.21959,-0.37928,-0.62011,-0.37214,-0.49357,-0.53057,-0.3618,-0.94038,0.16536,-1.3722,0.035292,-0.021609,0.0045151,-0.36183,0.098577,-0.46283,-0.71674,-0.62037,0.014585,-0.11204,-0.12116,-0.65879,-0.40461,-0.86579,-0.16726,0.081503,-0.57891,-2.2882,-1.6753,-0.50487,0.13316,-0.62302,-0.30421,-0.50744,-0.20405,-0.068947,-0.71761,-0.68414,-0.47125,-0.42228,-0.37588,0.17389,-0.2121,0.12936,-0.29469,-0.67494,-0.35976,-0.23768,-0.6268,-0.76718,-0.51942,-0.56474,-0.48662,-0.44929,-0.8001,-0.32174,-0.61396,-0.65095,-0.90405,-0.42787,-0.51579,-0.66625,-0.25834,-0.55622,-0.66054,-0.56118,-0.48777,0.031943,-0.17804,-0.44621,-0.53778,-1.1119,-1.0629,-0.19489,-0.062507,-0.53453,-0.58542,-0.73386,-0.73433,-0.72973,-0.51184,-0.84599,-0.05618,0.45956,-0.78629,-0.48938,-0.81441,0.010874,-0.85496,0.29823,-0.14312,-0.18281,-0.57006,-0.54317,-0.76272,-0.98949,0.47784,-0.97939,-0.71838,-0.05728,-0.52038,-0.36454,-0.34008,0.018148,-0.56004,-0.23402,0.1813,-0.65621,-0.30654,-0.070919,-0.5847,0.017918,-0.14351,-0.95945,-0.38183,-0.14191,-0.72466,-0.55182,-1.1564,0.19797,-0.49668,-1.1145,0.33677,-0.85641,-0.19045,-0.13948,-0.69134,-0.36069,-0.56346,-0.58863,-0.35831,-0.49911,-0.76363,-0.8902,-0.55341,-0.1208,-0.55714,-0.56944,-1.1563,-1.0048,-0.25069,-0.25839,0.093155,-0.12448,-0.87532,-0.59605,-0.6069,0.046016,0.086581,-0.75333,-0.24242,-0.40418,-1.5826,-0.33378,-0.58706,0.052482,0.042561,-0.0017977,0.15042,-2.5667,-0.034023,-0.056394,-0.54536,0.3531,-0.6217,-0.40426,-0.28192,0.35977,-0.53796,-0.84526,-0.44378,-0.40693,-0.64536,-0.01364,-0.51813,-0.76635,-0.85271,-0.3135,-0.057207,-0.64364,-0.92423,0.20871,-0.048474,-0.18163,-0.52262,-0.033527,-0.59758,-0.0038755,-0.3383,-0.25303,0.41158,-0.90468,-0.56741,0.40365,-0.71018,-0.85396,-2.0166,-0.63858,-0.45087,-1.1543,-0.28773,-0.4774,-0.26811,-0.21837,-0.49338,-0.86911,-0.66095,-1.2888,-0.36952,0.23331,0.017318,-1.0787,0.38497,-0.031325,-0.41848,-0.54178,-0.12679,-0.42771,-0.31449,-0.23183,-0.83881,-0.49869,-0.60265,-0.59942,-0.16199,-0.17728,-0.63521,-0.36228,0.3053,-0.30286,-0.52426,0.5188,-0.98622,-0.85479,-0.23335,0.84418,-0.70612,-0.44102,0.31673,-0.41122,0.20241,0.31729,-1.6978,-0.63491,-0.22663,-0.61155,-0.5457,-0.46457,-0.17573,0.16455,-0.4087,0.13422,-0.72031,0.63754,0.24127,-0.68107,-0.32778,-0.3564,-1.6651,0.070669,-0.20767,-0.79743,-0.42011,0.39165,-0.68281,-1.1833,-0.50185,-0.97626,-0.69215,-1.2382,-0.3856,-1.1251,-0.75213,-0.10738,-0.61804,-0.10874,-1.0123,0.24875,-0.51976,0.43138,-0.97823,-0.26799,-0.44718,-1.0485,-0.22797,-1.371,0.21922,-0.16291,-0.25988,-0.73273,-0.71855,-0.94294,-1.4753,-1.7014,-0.51304,-0.28018,-0.42026
